MSZoning,LotArea,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplace,GarageArea,SaleCondition,SalePrice
RL,9056,1Fam,2Story,8,5,2004,Y,1414,2,1,3,1,Gd,Y,403,Normal,178000
RL,7000,2fmCon,2Story,5,7,1910,Y,1347,1,0,3,1,TA,N,0,Normal,107500
RL,8924,1Fam,2Story,7,5,1998,Y,1724,2,1,3,1,Gd,N,527,Normal,188000
RL,12735,1Fam,1Story,4,5,1972,Y,864,1,0,3,1,TA,N,576,Normal,111250
RL,11553,1Fam,1Story,5,5,1968,Y,1159,1,1,3,1,TA,Y,336,Normal,158000
RL,11423,1Fam,1Story,8,5,2001,Y,1601,2,0,3,1,Gd,Y,670,Normal,272000
RL,14601,1Fam,1Story,9,5,2006,Y,1838,2,0,2,1,Ex,Y,765,Normal,315000
RL,11000,1Fam,2Story,8,5,2000,Y,2285,2,1,4,1,Gd,Y,648,Normal,248000
RL,10140,1Fam,1Story,7,5,1998,Y,1680,2,0,3,1,Gd,Y,583,Normal,213250
RH,4058,TwnhsE,SFoyer,7,5,1998,Y,767,1,0,1,1,TA,N,367,Normal,133000
RL,17104,1Fam,2Story,7,5,2006,Y,1496,2,1,3,1,Gd,Y,426,Partial,179665
RL,13837,1Fam,1.5Fin,7,5,1988,Y,2183,2,1,4,1,Gd,N,786,Normal,229000
RL,8737,1Fam,1.5Fin,6,7,1923,Y,1635,1,1,3,1,TA,Y,440,Normal,210000
RL,7244,1Fam,SFoyer,5,7,1970,Y,768,1,0,2,1,TA,N,624,Normal,129500
RM,8235,1Fam,1Story,5,7,1955,Y,825,1,0,2,1,TA,N,720,Normal,125000
FV,9375,1Fam,2Story,7,5,2003,Y,2094,2,1,4,1,Gd,Y,615,Normal,263000
RL,4043,TwnhsE,1Story,6,6,1977,Y,1069,2,0,2,1,TA,N,440,Abnorml,140000
RM,6000,1Fam,1Story,5,6,1957,Y,928,1,0,3,1,TA,N,288,Normal,112500
RL,11146,1Fam,1Story,8,5,2006,Y,1717,2,0,3,1,Gd,Y,908,Normal,255500
RL,8777,1Fam,1Story,4,5,1949,Y,1126,2,0,2,1,Gd,N,520,Normal,108000
RL,10625,1Fam,2Story,7,5,2003,Y,2046,2,1,3,1,Gd,Y,871,Normal,284000
RM,6380,1Fam,1.5Unf,5,6,1922,Y,1048,1,0,2,1,TA,Y,280,Normal,113000
RL,14850,1Fam,1Story,5,5,1957,Y,1092,1,0,2,1,TA,Y,299,Normal,141000
C (all),11040,1Fam,1.5Fin,4,6,1920,Y,1336,1,1,3,1,TA,N,570,Normal,108000
RL,21872,1Fam,2Story,7,5,1996,Y,1446,2,1,3,1,TA,Y,406,Normal,175000
RL,3196,TwnhsE,1Story,7,5,2003,Y,1557,2,0,2,1,Gd,Y,420,Normal,234000
RL,11341,1Fam,1Story,5,6,1957,Y,1392,1,1,3,1,TA,Y,528,Normal,121500
RL,10010,1Fam,1Story,5,5,1974,Y,1389,1,0,2,1,TA,Y,418,Normal,170000
RL,13907,1Fam,1Story,5,6,1940,Y,996,1,0,3,1,TA,Y,0,Normal,108000
RL,21780,1Fam,1.5Fin,6,7,1918,Y,1674,2,0,4,1,TA,Y,396,Normal,185000
RL,13346,1Fam,2Story,7,5,1992,Y,2295,2,1,4,1,Gd,Y,590,Normal,268000
RL,6858,1Fam,2Story,6,4,1915,N,1647,1,1,4,1,Fa,N,216,Normal,128000
RL,11198,1Fam,2Story,9,5,2005,Y,2504,2,1,4,1,Ex,Y,656,Normal,325000
RL,10171,1Fam,1Story,7,5,2004,Y,1535,2,0,3,1,Gd,N,532,Normal,214000
RL,12327,1Fam,1.5Fin,8,8,1983,Y,2132,1,1,1,1,Gd,Y,612,Normal,316600
RL,7032,Duplex,SFoyer,5,5,1979,Y,943,1,0,2,1,TA,Y,600,Normal,135960
RL,13101,Duplex,1Story,5,5,1965,Y,1728,2,0,6,2,TA,N,576,Normal,142600
RL,7332,1Fam,1Story,6,6,1959,Y,864,1,0,2,1,Gd,N,288,Abnorml,120000
RL,13159,1Fam,2Story,7,5,2009,Y,1692,2,1,3,1,Gd,N,650,Partial,224500
RL,9967,1Fam,SLvl,7,5,2000,Y,1430,2,1,3,1,TA,Y,400,Normal,170000
RL,10500,1Fam,SLvl,5,7,1971,Y,1109,1,0,3,1,TA,N,288,Normal,139000
RL,8480,1Fam,1.5Fin,5,5,1947,Y,1216,1,0,2,1,TA,N,336,Abnorml,118500
RL,6292,1Fam,1.5Fin,7,7,1928,Y,1477,2,0,3,1,TA,Y,216,Normal,145000
RL,11777,1Fam,SLvl,5,6,1966,Y,1320,1,0,3,1,TA,Y,564,Abnorml,164500
FV,3604,TwnhsE,2Story,7,5,2007,Y,1392,2,0,2,1,Gd,N,540,Abnorml,146000
RM,12150,1Fam,1.5Fin,5,5,1954,N,1795,2,0,4,1,TA,N,352,Normal,131500
RL,14585,1Fam,1Story,6,6,1960,Y,1429,1,0,3,1,Gd,Y,572,Normal,181900
RL,12704,1Fam,1Story,8,5,2008,Y,2042,2,1,3,1,Ex,Y,1390,Partial,253293
RL,11841,Duplex,SFoyer,6,5,1990,Y,816,1,0,3,1,TA,N,0,Normal,118500
RM,13500,1Fam,2.5Unf,10,9,1893,Y,2775,3,1,3,1,Gd,Y,880,Normal,325000
RM,6120,1Fam,1.5Fin,4,7,1935,Y,1573,1,0,3,1,Gd,N,240,Normal,133000
RL,11443,1Fam,1Story,8,5,2005,Y,2028,2,0,2,1,Gd,Y,880,Partial,369900
RL,10267,1Fam,1Story,6,7,1918,Y,838,1,0,2,1,Fa,N,275,Normal,130000
RL,8740,1Fam,SFoyer,5,6,1982,Y,860,1,0,2,1,TA,N,528,Normal,137000
RL,25095,1Fam,1Story,5,8,1968,Y,1473,1,0,1,1,Ex,Y,452,Partial,143000
RM,9100,1Fam,1Story,5,6,1930,Y,935,1,0,2,1,TA,N,308,Normal,79500
RL,8320,1Fam,2Story,7,5,2004,Y,1582,2,1,3,1,Gd,N,520,Normal,185900
RL,13478,1Fam,2Story,10,5,2008,Y,2296,2,1,3,1,Ex,Y,842,Normal,451950
RL,6600,1Fam,1Story,5,8,1982,Y,816,1,0,2,1,TA,N,816,Normal,138000
RM,4435,TwnhsE,1Story,6,5,2003,Y,848,1,0,1,1,Gd,N,420,Normal,140000
RL,7990,1Fam,1Story,5,6,1975,Y,924,1,0,3,1,TA,N,280,Normal,110000
RL,11302,1Fam,1Story,8,5,2005,Y,1826,2,0,3,1,Gd,Y,758,Partial,319000
RM,3600,1Fam,2Story,6,7,1910,N,1368,1,0,3,1,TA,N,216,Normal,114504
RL,3922,TwnhsE,1Story,7,5,2006,Y,1402,0,2,2,1,Gd,Y,648,Partial,194201
RL,12984,1Fam,1Story,5,6,1977,Y,1647,2,0,3,1,Gd,Y,621,Normal,217500
RM,1950,Twnhs,2Story,6,6,1980,Y,1556,2,1,3,1,TA,Y,452,Normal,151000
RL,10927,1Fam,2Story,8,5,2005,Y,1904,2,1,3,1,Ex,Y,736,Normal,275000
RM,9000,1Fam,1.5Fin,6,6,1937,Y,1375,1,1,3,1,Gd,Y,544,Normal,141000
RL,10041,1Fam,2Story,8,5,1992,Y,1915,2,1,3,1,Gd,Y,506,Abnorml,220000
FV,3182,TwnhsE,2Story,7,5,2004,Y,1200,2,1,2,1,Gd,N,480,Normal,151000
RL,12803,1Fam,1Story,7,5,2002,Y,1494,2,0,3,1,Gd,Y,530,Normal,221000
RL,13600,1Fam,2Story,7,6,1965,Y,1986,2,1,3,1,TA,Y,486,Normal,205000
RL,12464,1Fam,1Story,5,5,1996,Y,1040,1,0,3,1,Gd,N,576,Normal,152000
RL,7800,1Fam,2Story,5,8,1948,Y,2008,3,0,3,1,Ex,N,230,Normal,225000
RL,12168,1Fam,2Story,8,6,1934,Y,3194,2,1,4,1,TA,Y,380,Alloca,359100
RL,7943,1Fam,1Story,4,5,1961,Y,1029,1,0,3,1,TA,N,261,Normal,118500
RL,11050,1Fam,2Story,9,5,2000,Y,2153,2,1,3,1,Ex,Y,736,Normal,313000
RL,10395,1Fam,SLvl,6,6,1978,Y,1032,2,0,3,1,TA,Y,564,Normal,148000
RL,11885,1Fam,2Story,8,5,2001,Y,1872,2,1,3,1,Ex,Y,531,Normal,261500
RL,8402,1Fam,1Story,5,5,2007,Y,1120,1,0,3,1,TA,N,0,Partial,147000
RM,1491,TwnhsE,SFoyer,4,6,1972,Y,630,1,0,1,1,TA,N,0,Normal,75500
RL,8800,1Fam,SFoyer,6,7,1963,Y,1054,1,0,3,1,Gd,N,480,Abnorml,137500
RL,7861,1Fam,2Story,6,5,2002,Y,1509,2,1,3,1,Gd,Y,393,Normal,183200
RL,7227,1Fam,1.5Unf,6,6,1954,Y,832,1,0,2,1,Gd,N,528,Normal,105500
RL,11694,1Fam,1Story,9,5,2007,Y,1828,2,0,3,1,Gd,Y,774,Partial,314813
RL,12244,1Fam,2Story,8,5,2003,Y,2262,2,1,4,1,Gd,Y,749,Normal,305000
RL,8248,1Fam,1Story,3,3,1914,N,864,1,0,2,1,TA,N,0,Normal,67000
RL,10800,1Fam,2Story,6,7,1974,Y,2614,2,1,4,1,TA,Y,624,Normal,240000
RL,7064,1Fam,1Story,5,6,1977,Y,980,1,0,3,1,TA,N,484,Normal,135000
FV,2117,TwnhsE,2Story,6,5,2000,Y,1512,2,1,2,1,Gd,Y,440,Normal,168500
RL,10400,1Fam,2Story,6,5,1972,Y,1790,1,2,4,1,TA,Y,484,Normal,165150
RL,10000,1Fam,1Story,6,6,1962,Y,1116,1,1,3,1,TA,N,440,Normal,160000
RL,12342,1Fam,1Story,5,5,1960,Y,1422,1,0,3,1,TA,Y,286,Normal,139900
RL,9600,1Fam,SLvl,6,6,1955,Y,1520,1,0,3,1,TA,Y,364,Normal,153000
RL,11606,1Fam,2Story,5,5,1969,Y,2080,1,2,5,1,Fa,Y,504,Family,135000
RL,9020,1Fam,SLvl,6,5,1964,Y,1350,1,1,3,1,TA,N,520,Normal,168500
RM,9000,1Fam,2Story,5,6,1880,Y,1750,1,0,3,1,Ex,N,240,Abnorml,124000
RL,4590,Twnhs,1Story,8,5,2006,Y,1554,2,0,2,1,Gd,Y,627,Normal,209500
RL,11900,1Fam,1Story,7,5,1977,Y,1411,2,0,3,1,TA,Y,544,Family,82500
RL,9250,1Fam,1Story,5,7,1954,Y,1056,1,0,3,1,TA,N,260,Normal,139400
RL,6979,Duplex,SFoyer,6,5,1980,Y,1056,0,0,0,2,TA,N,576,Normal,144000
RH,10896,2fmCon,2.5Fin,6,7,1914,Y,3395,2,0,8,2,Fa,N,0,Abnorml,200000
RM,6120,1Fam,1Story,2,3,1936,N,800,1,0,1,1,Fa,Y,0,Normal,60000
RM,6000,2fmCon,1.5Fin,5,4,1954,Y,1387,2,0,3,2,Gd,N,256,Normal,93000
RL,8777,1Fam,1Story,5,7,1910,Y,796,1,0,2,1,TA,N,0,Normal,85000
RL,3982,TwnhsE,1Story,8,5,2006,Y,1567,2,0,1,1,Ex,Y,648,Partial,264561
RL,12677,TwnhsE,1Story,8,5,2003,Y,1518,1,1,1,1,Ex,Y,588,Normal,274000
FV,7050,1Fam,2Story,7,5,2001,Y,1929,2,1,3,1,Gd,Y,650,Normal,226000
RL,13860,1Fam,SLvl,8,7,1972,Y,2704,2,1,4,1,Ex,Y,538,Normal,345000
RL,10793,1Fam,2Story,5,5,1969,Y,1620,2,1,4,1,TA,N,462,Normal,152000
FV,9187,1Fam,1Story,9,5,2009,Y,1766,2,1,2,1,Ex,Y,478,Partial,370878
RL,10530,1Fam,1Story,6,5,1971,Y,981,1,1,3,1,TA,N,576,Normal,143250
RL,7200,1Fam,1Story,5,5,1950,Y,1048,1,0,3,1,TA,N,420,Normal,98300
RL,10452,1Fam,1Story,6,5,1953,Y,1094,1,0,3,1,TA,Y,495,Normal,155000
RL,7700,1Fam,2Story,6,5,1966,Y,1839,1,1,4,1,TA,Y,442,Normal,155000
RM,1936,Twnhs,SFoyer,4,6,1970,Y,630,1,0,1,1,TA,N,0,Normal,84500
FV,8125,1Fam,2Story,7,6,2007,Y,1665,2,1,3,1,Gd,N,562,Normal,205950
RL,9084,1Fam,2Story,4,5,1940,Y,1510,1,0,4,1,TA,Y,296,Normal,108000
RL,8750,1Fam,2Story,7,5,1996,Y,1716,2,1,2,1,Gd,Y,512,Normal,191000
RM,10320,1Fam,1.5Fin,6,7,1906,Y,1469,1,0,3,1,TA,N,216,Normal,135000
RL,10437,1Fam,1Story,8,6,1995,Y,2113,2,1,2,1,Gd,Y,839,Normal,350000
RM,1680,Twnhs,2Story,6,5,1971,Y,1092,1,1,3,1,TA,N,264,Family,88000
RL,10007,1Fam,1Story,5,7,1959,Y,1053,1,1,3,1,Gd,N,312,Normal,145500
RL,7200,1Fam,2Story,7,6,1931,Y,1502,1,1,3,1,TA,Y,270,Normal,149000
RL,17503,1Fam,1.5Fin,6,5,1948,Y,1458,1,0,3,1,TA,Y,330,Abnorml,97500
RL,9937,1Fam,1Story,5,7,1964,Y,1486,1,0,3,1,TA,N,480,Normal,167000
RL,12384,1Fam,2Story,7,7,1976,Y,1935,2,1,3,1,TA,Y,550,Normal,197900
RL,46589,1Fam,2Story,8,7,1994,Y,2448,2,1,4,1,Gd,Y,711,Normal,402000
RL,13560,1Fam,1Story,6,3,1968,Y,1392,1,0,2,1,TA,Y,576,Normal,110000
RL,10012,1Fam,SFoyer,4,5,1972,Y,1181,2,0,3,1,TA,N,588,Normal,137500
RL,20896,1Fam,1Story,8,5,2005,Y,2097,1,1,1,1,Ex,Y,1134,Partial,423000
RL,11194,1Fam,2Story,8,5,2000,Y,1936,2,1,3,1,Gd,Y,504,Normal,230500
RL,18450,1Fam,2Story,6,5,1965,Y,2380,2,1,3,1,TA,Y,596,Abnorml,129000
RL,8125,1Fam,1Story,6,5,1994,Y,1679,2,0,3,1,Gd,Y,575,Normal,193500
RL,14175,1Fam,1Story,5,6,1956,Y,1437,1,1,3,1,TA,Y,576,Normal,168000
RL,11600,1Fam,1Story,4,5,1922,Y,1180,1,0,2,1,Fa,Y,252,Normal,137500
RL,8633,1Fam,2Story,6,5,2005,Y,1476,2,1,3,1,Gd,N,540,Normal,173500
RH,6629,1Fam,2Story,6,6,1925,N,1369,2,0,3,1,TA,N,300,Normal,103600
RL,11250,1Fam,1Story,6,6,1977,Y,1208,1,1,3,1,TA,Y,546,Normal,165000
RL,14442,1Fam,1Story,6,7,1957,Y,1839,2,0,3,1,Gd,Y,416,Normal,257500
RL,9200,1Fam,1Story,6,6,1965,Y,1136,1,0,3,1,TA,Y,384,Normal,140000
RL,2289,Twnhs,2Story,6,6,1978,Y,1441,2,1,3,1,TA,Y,440,Normal,148500
RM,9600,1Fam,2Story,4,2,1900,N,1774,2,0,4,2,TA,N,779,Normal,87000
RL,9022,1Fam,1Story,5,8,1924,Y,792,1,0,2,1,Gd,N,240,Normal,109500
RL,11844,1Fam,1Story,8,5,2008,Y,2046,2,1,3,1,Gd,Y,834,Partial,372500
RL,9945,1Fam,1Story,5,5,1961,Y,988,1,0,3,1,TA,N,572,Normal,128500
RL,8012,TwnhsE,1Story,6,5,1980,Y,923,2,0,2,1,TA,Y,264,Normal,143000
RH,4500,1Fam,1.5Fin,5,5,1932,Y,1520,1,0,3,1,TA,N,281,Abnorml,159434
RL,2887,1Fam,1Story,6,5,1996,Y,1291,1,0,2,1,Gd,Y,431,Normal,173000
RL,11248,1Fam,1Story,9,5,2002,Y,1668,2,0,3,1,Gd,Y,702,Normal,285000
RL,16770,1Fam,2Story,7,5,1998,Y,1839,2,1,4,1,TA,N,486,Normal,221000
RL,5062,TwnhsE,2Story,7,5,1984,Y,2090,2,0,3,1,Gd,Y,577,Normal,207500
FV,10207,1Fam,2Story,7,6,2007,Y,1761,3,0,3,1,Gd,N,578,Partial,227875
FV,5105,TwnhsE,2Story,7,5,2004,Y,1102,2,1,2,1,Gd,N,480,Normal,148800
RL,8089,1Fam,1Story,8,6,2007,Y,1419,2,0,2,1,Gd,Y,567,Partial,392000
RL,7577,TwnhsE,1Story,6,5,2005,Y,1362,2,0,2,1,Gd,Y,460,Normal,194700
RM,4426,TwnhsE,1Story,6,5,2004,Y,848,1,0,1,1,Gd,Y,420,Normal,141000
RL,21535,1Fam,2Story,10,6,1994,Y,4316,3,1,4,1,Ex,Y,832,Normal,755000
RL,26178,1Fam,2Story,7,5,1989,Y,2519,2,1,4,1,Gd,Y,628,Normal,335000
RL,5400,1Fam,1Story,5,6,1921,Y,1073,1,0,2,1,TA,N,326,Abnorml,108480
RM,6120,1Fam,1.5Fin,5,6,1936,Y,1539,1,1,3,1,TA,N,576,Normal,141500
RL,13811,1Fam,1Story,6,6,1987,Y,1137,2,0,2,1,Gd,Y,551,Normal,176000
RM,6000,1Fam,1Story,5,7,1921,Y,616,1,0,2,1,TA,N,205,Normal,89000
RL,6420,1Fam,1Story,5,7,1952,Y,1148,1,0,2,1,TA,N,308,Normal,123500
RL,8450,1Fam,1Story,5,8,1965,Y,894,1,0,3,1,TA,Y,336,Normal,138500
FV,4282,TwnhsE,1Story,7,5,2004,Y,1391,2,0,2,1,Gd,N,530,Normal,196000
RL,14331,1Fam,1Story,8,5,2002,Y,1800,2,0,3,1,Gd,Y,765,Normal,312500
RL,9600,1Fam,1Story,7,5,1969,Y,1164,1,1,3,1,TA,N,528,Normal,140000
RL,12438,1Fam,2Story,8,5,2006,Y,2576,2,1,4,1,Ex,Y,666,Partial,361919
RM,7630,2fmCon,2Story,5,9,1900,Y,1812,2,0,4,2,Gd,Y,672,Normal,140000
RL,8400,1Fam,1Story,7,5,2004,Y,1484,2,0,3,1,Gd,N,606,Normal,213000
RM,5600,2fmCon,2Story,4,5,1930,N,1092,2,0,3,2,Fa,N,0,Normal,55000
RL,115149,1Fam,1Story,7,5,1971,Y,1824,2,0,2,1,Gd,Y,739,Normal,302000
RL,6240,TwnhsE,1Story,8,5,2006,Y,1324,2,0,2,1,Gd,Y,550,Normal,254000
RL,9018,1Fam,2Story,7,5,2007,Y,1456,2,1,3,1,Gd,Y,400,Partial,179540
RL,7162,1Fam,1Story,5,7,1966,Y,904,1,0,3,1,TA,N,408,Abnorml,109900
RL,4130,1Fam,1Story,3,6,1935,Y,729,1,0,2,1,TA,N,0,Normal,52000
C (all),8712,1Fam,1.5Fin,4,7,1900,Y,1178,1,0,2,1,TA,N,384,Abnorml,102776
RL,4671,TwnhsE,1Story,8,5,1988,Y,1228,2,0,2,1,Gd,Y,472,Normal,189000
RL,9873,2fmCon,1Story,4,5,1970,N,960,1,0,3,1,TA,N,576,Normal,129000
RL,13517,1Fam,2Story,6,8,1976,Y,1479,2,1,3,1,Gd,N,475,Normal,130500
RL,10140,1Fam,1Story,6,5,1974,Y,1350,2,0,3,1,TA,Y,478,Normal,165000
RM,10800,1Fam,2Story,7,8,1890,Y,2554,1,1,3,1,TA,N,704,Normal,159500
RL,10000,1Fam,1Story,5,6,1973,Y,1178,1,1,3,1,Gd,Y,439,Normal,157000
RL,10542,1Fam,2Story,7,5,1993,Y,2418,2,1,3,1,Gd,Y,983,Normal,341000
RL,9920,1Fam,1Story,5,6,1969,Y,971,1,1,3,1,TA,Y,300,Normal,128500
RL,6563,1Fam,1Story,8,5,1985,Y,1742,2,0,2,1,Gd,Y,564,Normal,275000
RM,4426,TwnhsE,1Story,6,5,2004,Y,848,1,0,1,1,Gd,N,420,Normal,143000
RL,8120,1Fam,1Story,4,7,1970,Y,864,1,0,3,1,TA,N,463,Normal,124500
RL,8172,1Fam,1.5Fin,4,6,1954,Y,1470,2,0,4,1,TA,N,548,Normal,135000
RL,13286,1Fam,1Story,9,5,2007,Y,1698,2,0,3,1,Ex,Y,768,Normal,320000
RL,6960,1Fam,1Story,4,6,1970,Y,864,1,0,3,1,Gd,N,660,Normal,120500
RL,21695,1Fam,1Story,6,9,1988,Y,1680,2,0,3,1,Gd,Y,540,Normal,222000
RL,7314,1Fam,1Story,7,5,2007,Y,1232,2,0,2,1,Gd,N,632,Normal,194500
RL,11475,Duplex,1Story,5,5,1958,Y,1776,2,0,4,2,TA,N,888,Abnorml,110000
RM,6240,1Fam,1.5Fin,4,5,1925,Y,1208,1,0,2,1,TA,N,539,Normal,103000
RL,5389,TwnhsE,1Story,8,5,1995,Y,1616,2,0,2,1,Gd,Y,608,Normal,236500
RL,9590,1Fam,SLvl,7,5,2003,Y,1146,2,0,3,1,Gd,Y,438,Normal,187500
RL,11404,1Fam,2Story,7,5,1998,Y,2031,2,1,3,1,Gd,Y,541,Normal,222500
RL,10000,1Fam,1Story,5,6,1961,Y,1144,1,0,3,1,TA,Y,264,Normal,131400
RL,8978,1Fam,1Story,5,5,1968,Y,948,1,0,3,1,TA,N,300,Family,108000
RM,10800,1Fam,2.5Unf,7,7,1914,N,1768,1,1,2,1,TA,Y,320,Normal,163000
RL,8544,Duplex,1Story,3,4,1950,N,1040,2,0,2,2,TA,N,400,Normal,93500
RL,10463,1Fam,2Story,8,5,2005,Y,1801,2,1,3,1,Gd,Y,800,Normal,239900
RL,10800,Duplex,1Story,5,5,1987,Y,1200,3,0,3,1,TA,N,0,Alloca,179000
RL,9313,1Fam,2Story,7,5,2004,Y,1728,2,1,3,1,Gd,N,572,Normal,190000
RM,9600,1Fam,2Story,5,7,1910,Y,1432,2,0,2,1,TA,N,360,Abnorml,132000
RL,6768,1Fam,1Story,6,8,1961,Y,912,1,0,3,1,Gd,N,288,Normal,142000
RL,8450,1Fam,1Story,7,5,2000,Y,1349,2,0,3,1,TA,N,539,Normal,179000
RL,12886,1Fam,SLvl,5,6,1963,Y,1464,2,0,3,1,TA,Y,480,Normal,175000
RL,5395,TwnhsE,1Story,8,5,1993,Y,1337,2,0,2,1,Gd,Y,462,Normal,180000
RL,8963,1Fam,2Story,8,9,1976,Y,2715,3,1,4,1,Gd,Y,831,Normal,299800
RL,8795,1Fam,2Story,7,5,2000,Y,2256,2,1,4,1,Gd,Y,554,Normal,236000
RM,11700,1Fam,2Story,7,7,1880,N,2640,1,1,4,1,Gd,Y,864,Normal,265979
RL,10593,1Fam,1Story,7,5,1996,Y,1720,2,0,3,1,Gd,Y,527,Normal,260400
RL,8405,1Fam,1.5Fin,4,3,1945,N,1529,2,0,4,1,TA,N,240,Normal,98000
RM,8800,1Fam,1.5Fin,4,7,1910,Y,1140,1,0,3,1,TA,N,0,Normal,96500
RL,7750,1Fam,2Story,7,5,2003,Y,1320,2,1,3,1,Gd,N,400,Normal,162000
RL,9236,1Fam,1Story,6,5,1997,Y,1494,2,0,3,1,Gd,N,576,Normal,217000
RL,10240,1Fam,2Story,8,5,2005,Y,2098,2,1,3,1,Ex,Y,878,Normal,275500
RL,7930,1Fam,1Story,6,8,1969,Y,1026,1,0,3,1,Gd,N,440,Normal,156000
FV,3230,TwnhsE,2Story,6,5,1999,Y,1471,2,1,3,1,TA,N,440,Normal,172500
RL,10769,1Fam,2Story,8,5,2007,Y,1768,2,1,3,1,Gd,N,578,Normal,212000
RL,11616,1Fam,2Story,6,5,1978,Y,1386,2,1,3,1,TA,Y,440,Abnorml,158900
FV,2280,Twnhs,2Story,7,5,1999,Y,1501,2,1,3,1,TA,N,440,Normal,179400
RL,12257,1Fam,2Story,8,5,1995,Y,2531,2,1,4,1,Gd,Y,752,Normal,290000
RL,9100,1Fam,1Story,6,6,1959,Y,864,1,0,2,1,TA,N,300,Normal,127500
RM,6911,1Fam,1Story,5,5,1924,Y,1301,1,0,2,1,Fa,N,440,Normal,100000
FV,8640,1Fam,2Story,7,5,2009,Y,1547,2,1,3,1,Gd,N,614,Normal,215200
RL,9430,1Fam,2Story,8,5,1999,Y,2365,2,1,3,1,Gd,Y,856,Normal,337000
RL,9549,TwnhsE,1Story,8,5,1995,Y,1494,1,1,2,1,Ex,Y,481,Normal,270000
RL,14587,1Fam,1Story,9,5,2008,Y,1506,2,0,2,1,Ex,Y,592,Partial,264132
RL,10421,1Fam,2Story,7,5,1988,Y,1714,2,1,3,1,TA,Y,496,Normal,196500
RL,12508,1Fam,1.5Fin,6,7,1940,Y,1750,2,0,4,1,TA,N,423,Normal,160000
RL,9100,1Fam,1Story,7,5,2004,Y,1836,2,0,3,1,Gd,Y,484,Normal,216837
RL,53504,1Fam,2Story,8,5,2003,Y,3279,3,1,4,1,Ex,Y,841,Normal,538000
RL,7252,1Fam,SFoyer,5,5,1982,Y,858,1,0,2,1,TA,N,576,Normal,134900
RL,8877,1Fam,1Story,4,5,1951,Y,1220,1,0,2,1,TA,N,396,Normal,102000
RL,7819,1Fam,SLvl,6,5,1976,Y,1117,1,0,3,1,TA,Y,672,Abnorml,107000
RL,10150,1Fam,1Story,5,5,1958,Y,912,1,0,2,1,TA,N,275,Normal,114500
RL,14226,1Fam,1Story,8,5,2006,Y,1973,2,0,3,1,Gd,Y,895,Partial,395000
RM,4500,TwnhsE,1Story,6,5,1998,Y,1204,2,0,2,1,TA,N,412,Normal,162000
RL,11210,1Fam,1Story,7,5,2005,Y,1614,2,0,3,1,Gd,N,865,Partial,221500
RL,13350,1Fam,1Story,5,5,1974,Y,894,1,0,3,1,TA,Y,440,Normal,142500
RH,8400,Duplex,1Story,5,5,1977,Y,2020,2,0,4,2,TA,Y,630,Normal,144000
RL,10530,Duplex,SFoyer,6,5,1977,Y,1004,1,0,2,1,TA,N,504,Normal,135000
RL,7875,1Fam,1Story,7,5,1995,Y,1253,2,0,3,1,TA,Y,402,Normal,176000
RL,7153,1Fam,2Story,6,5,1992,Y,1603,2,1,3,1,Gd,N,484,Normal,175900
RL,16285,1Fam,1Story,7,5,2001,Y,1430,2,0,3,1,Gd,N,605,Normal,187100
RL,9101,1Fam,SFoyer,5,6,1978,Y,1110,1,0,1,1,Gd,Y,602,Normal,165500
RM,6300,1Fam,2.5Unf,6,6,1914,Y,1484,2,0,3,1,TA,Y,0,Normal,128000
RL,9790,1Fam,1Story,6,5,1967,Y,1342,2,0,3,1,TA,Y,457,Normal,161500
RM,10800,1Fam,1.5Fin,5,6,1915,Y,1652,2,0,4,1,TA,N,416,Normal,139000
RL,10142,1Fam,2Story,7,5,2004,Y,2084,2,1,4,1,Gd,N,618,Normal,233000
RM,6000,1Fam,1Story,4,7,1954,Y,901,1,0,2,1,TA,N,281,Normal,107900
RL,12205,1Fam,2Story,6,8,1966,Y,2087,2,1,5,1,Gd,N,444,Normal,187500
RL,3182,TwnhsE,1Story,7,5,2005,Y,1145,2,0,2,1,Gd,Y,397,Normal,160200
RL,11333,1Fam,SLvl,6,5,1976,Y,1062,1,0,3,1,TA,Y,539,Normal,146800
RL,9920,1Fam,2Story,7,5,1996,Y,2013,2,1,3,1,TA,Y,455,Normal,269790
RL,9158,1Fam,1Story,8,5,2007,Y,1496,2,0,3,1,Gd,N,474,Partial,225000
RL,10832,1Fam,2Story,7,5,1994,Y,1895,2,1,3,1,Gd,Y,409,Normal,194500
RL,8400,1Fam,2Story,6,6,1980,Y,1564,2,1,3,1,TA,Y,476,Normal,171000
RL,8197,1Fam,1Story,6,5,1977,Y,1285,1,1,3,1,TA,Y,528,Normal,143500
RL,7677,1Fam,1Story,5,5,1953,Y,773,1,0,2,1,TA,N,240,Abnorml,110000
RL,13518,1Fam,2Story,9,5,2008,Y,3140,3,1,4,1,Ex,Y,820,Partial,485000
RL,7200,1Fam,1.5Fin,5,7,1937,Y,1768,1,1,3,1,Gd,Y,240,Normal,175000
RL,12798,1Fam,2Story,6,5,1997,Y,1688,2,1,4,1,Gd,N,603,Normal,200000
RM,4800,1Fam,1Story,4,7,1916,Y,1196,1,0,2,1,TA,N,440,Normal,109900
